recipe_id,co2e_kg,n_ingr,n_sr,n_exact,n_gen,usda_pct,exact_mass_pct,generic_pct
RCP00429,25.73601,6,4,1,1,66.7,16.7,16.7
RCP00430,63.35147,9,5,1,3,55.6,11.1,33.3
RCP00431,1.30527,7,4,2,1,57.1,28.6,14.3
RCP00432,38.775710000000004,8,4,2,2,50.0,25.0,25.0
RCP00433,3.9704400000000004,6,4,1,1,66.7,16.7,16.7
RCP00434,0.5890599999999999,9,6,1,2,66.7,11.1,22.2
RCP00435,1.94338,7,4,2,1,57.1,28.6,14.3
RCP00436,19.445275,8,4,1,3,50.0,12.5,37.5
RCP00437,13.856614,16,5,2,9,31.2,12.5,56.2
RCP00438,36.1012515,12,7,2,3,58.3,16.7,25.0
RCP00439,0.8452500000000001,8,5,1,2,62.5,12.5,25.0
RCP00440,43.999993999999994,9,3,1,5,33.3,11.1,55.6
RCP00441,27.551258000000004,9,3,2,4,33.3,22.2,44.4
RCP00442,22.767787499999994,19,10,5,4,52.6,26.3,21.1
RCP00443,5.202330000000001,8,6,1,1,75.0,12.5,12.5
RCP00444,36.142509999999994,11,5,1,5,45.5,9.1,45.5
RCP00445,10.504045999999999,18,11,3,4,61.1,16.7,22.2
RCP00446,7.22059,7,5,1,1,71.4,14.3,14.3
RCP00447,17.388399999999997,6,3,1,2,50.0,16.7,33.3
RCP00448,3.11821,7,4,1,2,57.1,14.3,28.6
RCP00449,5.08481,9,4,3,2,44.4,33.3,22.2
RCP00450,12.224169999999999,12,5,1,6,41.7,8.3,50.0
RCP00451,5.059975,15,8,4,3,53.3,26.7,20.0
RCP00452,1.3126699999999998,8,5,1,2,62.5,12.5,25.0
RCP00453,38.8919055,16,7,2,7,43.8,12.5,43.8
RCP00454,1.3799,5,2,2,1,40.0,40.0,20.0
RCP00455,4.26614,13,9,2,2,69.2,15.4,15.4
RCP00456,4.95626,13,9,2,2,69.2,15.4,15.4
RCP00457,44.826125,8,5,2,1,62.5,25.0,12.5
RCP00458,4.776185,9,3,2,4,33.3,22.2,44.4
RCP00459,3.5597975,9,5,2,2,55.6,22.2,22.2
RCP00460,9.312855,8,3,3,2,37.5,37.5,25.0
RCP00461,7.41138,14,5,2,7,35.7,14.3,50.0
RCP00462,11.617904999999999,13,6,4,3,46.2,30.8,23.1
RCP00463,11.811249999999998,5,3,1,1,60.0,20.0,20.0
RCP00464,4.769080000000001,7,5,1,1,71.4,14.3,14.3
RCP00465,51.979035,18,9,3,6,50.0,16.7,33.3
RCP00466,8.327169999999999,14,8,5,1,57.1,35.7,7.1
RCP00467,0.8009025,11,6,1,4,54.5,9.1,36.4
RCP00468,6.750845,11,5,2,4,45.5,18.2,36.4
RCP00469,46.54617,7,3,1,3,42.9,14.3,42.9
RCP00470,19.804129999999994,12,7,1,4,58.3,8.3,33.3
RCP00471,4.06222,9,6,2,1,66.7,22.2,11.1
RCP00472,5.446899999999999,8,5,2,1,62.5,25.0,12.5
RCP00473,0.5240100000000001,7,5,1,1,71.4,14.3,14.3
RCP00474,1.96695,6,2,2,2,33.3,33.3,33.3
RCP00475,16.407574500000003,11,6,1,4,54.5,9.1,36.4
RCP00476,27.250391999999998,14,8,2,4,57.1,14.3,28.6
RCP00477,26.1357265,10,4,1,5,40.0,10.0,50.0
RCP00478,6.01333,6,2,2,2,33.3,33.3,33.3
RCP00479,4.65125,11,2,5,4,18.2,45.5,36.4
RCP00480,30.558020000000003,8,3,1,4,37.5,12.5,50.0
RCP00481,7.798227000000001,18,10,4,4,55.6,22.2,22.2
RCP00482,5.213599999999999,18,11,2,5,61.1,11.1,27.8
RCP00483,31.84567,9,5,2,2,55.6,22.2,22.2
RCP00484,3.2623999999999995,8,3,3,2,37.5,37.5,25.0
RCP00485,1.12106,8,5,2,1,62.5,25.0,12.5
RCP00486,25.983159999999994,12,6,2,4,50.0,16.7,33.3
RCP00487,19.475055,7,4,1,2,57.1,14.3,28.6
RCP00488,5.80703,14,8,4,2,57.1,28.6,14.3
RCP00489,1.131905,6,3,2,1,50.0,33.3,16.7
RCP00490,1.82109,8,5,1,2,62.5,12.5,25.0
RCP00491,19.47862,13,5,3,5,38.5,23.1,38.5
RCP00492,8.693589999999999,9,4,2,3,44.4,22.2,33.3
RCP00493,4.14357,9,5,2,2,55.6,22.2,22.2
RCP00494,52.04646299999999,15,7,3,5,46.7,20.0,33.3
RCP00495,10.89,19,11,4,4,57.9,21.1,21.1
RCP00496,10.33479,7,4,2,1,57.1,28.6,14.3
RCP00497,11.503535000000003,15,8,3,4,53.3,20.0,26.7
RCP00498,5.264239999999999,9,5,1,3,55.6,11.1,33.3
RCP00499,20.5671,8,3,2,3,37.5,25.0,37.5
RCP00500,27.003120000000003,6,3,2,1,50.0,33.3,16.7
RCP00501,70.13793500000001,12,6,1,5,50.0,8.3,41.7
RCP00502,3.746685,11,7,2,2,63.6,18.2,18.2
RCP00503,17.173738,10,4,4,2,40.0,40.0,20.0
RCP00504,43.029599999999995,8,3,2,3,37.5,25.0,37.5
RCP00505,14.624304500000001,14,5,1,8,35.7,7.1,57.1
RCP00506,3.09973,12,4,2,6,33.3,16.7,50.0
RCP00507,6.05488,6,3,2,1,50.0,33.3,16.7
RCP00508,18.997054,19,12,2,5,63.2,10.5,26.3
RCP00509,19.2805,10,7,1,2,70.0,10.0,20.0
RCP00510,22.48005,7,3,1,3,42.9,14.3,42.9
RCP00511,29.29921,11,8,1,2,72.7,9.1,18.2
RCP00512,41.58950099999999,14,6,2,6,42.9,14.3,42.9
RCP00513,0.9025650000000001,9,4,1,4,44.4,11.1,44.4
RCP00514,23.994704999999996,10,7,2,1,70.0,20.0,10.0
RCP00515,3.72826,16,13,1,2,81.2,6.2,12.5
RCP00516,2.95394,8,4,2,2,50.0,25.0,25.0
RCP00517,55.051919999999996,9,5,1,3,55.6,11.1,33.3
RCP00518,23.0247375,17,11,2,4,64.7,11.8,23.5
RCP00519,26.075366,11,6,1,4,54.5,9.1,36.4
RCP00520,23.082525,15,7,3,5,46.7,20.0,33.3
RCP00521,24.0829,5,3,1,1,60.0,20.0,20.0
RCP00522,20.68292,14,7,3,4,50.0,21.4,28.6
RCP00523,14.64468,6,4,1,1,66.7,16.7,16.7
RCP00524,32.08319999999999,7,2,2,3,28.6,28.6,42.9
RCP00525,13.50438,10,5,2,3,50.0,20.0,30.0
RCP00526,0.813725,7,3,3,1,42.9,42.9,14.3
RCP00527,4.74671,6,4,1,1,66.7,16.7,16.7
RCP00528,3.2237799999999996,8,4,2,2,50.0,25.0,25.0
RCP00529,4.7745299999999995,6,3,2,1,50.0,33.3,16.7
RCP00530,3.62709,7,4,2,1,57.1,28.6,14.3
RCP00531,6.8892109999999995,12,7,2,3,58.3,16.7,25.0
RCP00532,15.27786,12,4,3,5,33.3,25.0,41.7
RCP00533,6.4620025,14,9,2,3,64.3,14.3,21.4
RCP00534,0.51784,6,4,1,1,66.7,16.7,16.7
RCP00535,17.986629999999998,18,9,3,6,50.0,16.7,33.3
RCP00536,23.440866999999997,14,5,4,5,35.7,28.6,35.7
RCP00537,5.71873,11,8,1,2,72.7,9.1,18.2
RCP00538,5.255499000000001,12,5,2,5,41.7,16.7,41.7
RCP00539,1.19662,6,4,1,1,66.7,16.7,16.7
RCP00540,13.5492655,6,3,1,2,50.0,16.7,33.3
RCP00541,4.16982,5,3,1,1,60.0,20.0,20.0
RCP00542,3.238955,14,8,1,5,57.1,7.1,35.7
RCP00543,17.8938,5,2,1,2,40.0,20.0,40.0
RCP00544,4.496950000000001,7,3,1,3,42.9,14.3,42.9
RCP00545,1.24185,5,2,1,2,40.0,20.0,40.0
RCP00546,0.6738649999999999,8,5,1,2,62.5,12.5,25.0
RCP00547,1.9593849999999995,12,9,1,2,75.0,8.3,16.7
RCP00548,10.536408,18,9,2,7,50.0,11.1,38.9
RCP00549,29.792149999999996,17,8,6,3,47.1,35.3,17.6
RCP00550,3.36017,7,4,1,2,57.1,14.3,28.6
RCP00551,4.9510179999999995,6,3,1,2,50.0,16.7,33.3
RCP00552,4.333640000000001,19,12,4,3,63.2,21.1,15.8
RCP00553,55.70360000000001,8,6,1,1,75.0,12.5,12.5
RCP00554,5.645002,9,4,2,3,44.4,22.2,33.3
RCP00555,1.0468100000000002,10,6,2,2,60.0,20.0,20.0
RCP00556,5.431425,19,12,1,6,63.2,5.3,31.6
RCP00557,12.87788,14,4,4,6,28.6,28.6,42.9
RCP00558,3.3800674999999996,12,7,3,2,58.3,25.0,16.7
RCP00559,3.3287500000000003,5,2,1,2,40.0,20.0,40.0
RCP00560,1.13617,10,6,2,2,60.0,20.0,20.0
RCP00561,6.806964999999998,16,10,1,5,62.5,6.2,31.2
RCP00562,19.3509335,10,4,2,4,40.0,20.0,40.0
RCP00563,3.5855975,8,5,2,1,62.5,25.0,12.5
RCP00564,10.995924999999998,6,3,1,2,50.0,16.7,33.3
RCP00565,56.334925000000005,9,2,2,5,22.2,22.2,55.6
RCP00566,30.109295,7,4,1,2,57.1,14.3,28.6
RCP00567,7.08093,11,4,2,5,36.4,18.2,45.5
RCP00568,28.910845000000002,12,5,2,5,41.7,16.7,41.7
RCP00569,14.862374999999997,12,7,1,4,58.3,8.3,33.3
RCP00570,9.1481185,17,8,3,6,47.1,17.6,35.3
RCP00571,53.813062,11,4,2,5,36.4,18.2,45.5
RCP00572,10.207368,10,4,3,3,40.0,30.0,30.0
RCP00573,9.070289999999998,13,11,1,1,84.6,7.7,7.7
RCP00574,14.056763,8,3,2,3,37.5,25.0,37.5
RCP00575,38.98564499999999,8,3,1,4,37.5,12.5,50.0
RCP00576,4.9997,9,6,1,2,66.7,11.1,22.2
RCP00577,4.595485,11,5,1,5,45.5,9.1,45.5
RCP00578,61.75723,13,6,1,6,46.2,7.7,46.2
RCP00579,24.07662,8,6,1,1,75.0,12.5,12.5
RCP00580,5.78055,6,2,2,2,33.3,33.3,33.3
RCP00581,53.88778000000001,9,6,1,2,66.7,11.1,22.2
RCP00582,10.28416,9,4,1,4,44.4,11.1,44.4
RCP00583,1.1170075,8,5,1,2,62.5,12.5,25.0
RCP00584,13.1161,6,4,1,1,66.7,16.7,16.7
RCP00585,11.307010000000002,13,10,1,2,76.9,7.7,15.4
RCP00586,6.848481,7,4,1,2,57.1,14.3,28.6
RCP00587,17.4723,5,2,1,2,40.0,20.0,40.0
RCP00588,9.47437,13,7,2,4,53.8,15.4,30.8
RCP00589,5.321149999999999,13,4,3,6,30.8,23.1,46.2
RCP00590,22.969189999999998,7,4,2,1,57.1,28.6,14.3
RCP00591,11.061360000000002,12,6,2,4,50.0,16.7,33.3
RCP00592,8.8187,7,4,1,2,57.1,14.3,28.6
RCP00593,13.427520000000001,9,6,1,2,66.7,11.1,22.2
RCP00594,27.379115000000002,11,4,2,5,36.4,18.2,45.5
RCP00595,11.316354999999998,13,7,1,5,53.8,7.7,38.5
RCP00596,11.46074,8,4,2,2,50.0,25.0,25.0
RCP00597,10.558894999999998,5,3,1,1,60.0,20.0,20.0
RCP00598,3.64032,14,8,3,3,57.1,21.4,21.4
RCP00599,13.447935499999998,14,7,3,4,50.0,21.4,28.6
RCP00600,2.5241249999999997,9,5,2,2,55.6,22.2,22.2
RCP00601,2.4489499999999995,9,6,1,2,66.7,11.1,22.2
RCP00602,39.4360175,14,9,2,3,64.3,14.3,21.4
RCP00603,60.486509999999996,15,8,2,5,53.3,13.3,33.3
RCP00604,24.425507,14,8,3,3,57.1,21.4,21.4
RCP00605,31.275952000000004,10,5,1,4,50.0,10.0,40.0
RCP00606,6.860975,5,3,1,1,60.0,20.0,20.0
RCP00607,12.208334999999998,14,5,2,7,35.7,14.3,50.0
RCP00608,6.442495500000001,8,5,1,2,62.5,12.5,25.0
RCP00609,15.3346535,12,6,2,4,50.0,16.7,33.3
RCP00610,0.75015,8,3,1,4,37.5,12.5,50.0
RCP00611,15.01497,7,2,2,3,28.6,28.6,42.9
RCP00612,21.524739999999998,14,5,3,6,35.7,21.4,42.9
RCP00613,5.871180000000001,8,3,3,2,37.5,37.5,25.0
RCP00614,25.482709999999997,16,10,4,2,62.5,25.0,12.5
RCP00615,6.781094999999999,9,4,1,4,44.4,11.1,44.4
RCP00616,6.4894300000000005,5,2,1,2,40.0,20.0,40.0
RCP00617,5.921264999999999,10,6,1,3,60.0,10.0,30.0
RCP00618,2.678905,14,8,3,3,57.1,21.4,21.4
RCP00619,10.22957,13,8,2,3,61.5,15.4,23.1
RCP00620,23.90117,14,8,2,4,57.1,14.3,28.6
RCP00621,6.4507900000000005,13,6,2,5,46.2,15.4,38.5
RCP00622,2.7987,5,2,1,2,40.0,20.0,40.0
RCP00623,2.26709,13,9,1,3,69.2,7.7,23.1
RCP00624,2.6072100000000002,19,12,3,4,63.2,15.8,21.1
RCP00625,13.880709999999997,14,7,2,5,50.0,14.3,35.7
RCP00626,8.658555999999999,8,4,2,2,50.0,25.0,25.0
RCP00627,1.3270525,10,6,1,3,60.0,10.0,30.0
RCP00628,37.42212500000001,9,4,1,4,44.4,11.1,44.4
RCP00629,3.0831999999999997,8,3,1,4,37.5,12.5,50.0
RCP00630,52.39616,14,8,2,4,57.1,14.3,28.6
RCP00631,14.7436525,18,9,3,6,50.0,16.7,33.3
RCP00632,4.779150000000001,17,7,4,6,41.2,23.5,35.3
RCP00633,6.477303499999999,13,6,2,5,46.2,15.4,38.5
RCP00634,22.675071499999998,13,7,2,4,53.8,15.4,30.8
RCP00635,0.6557,5,2,1,2,40.0,20.0,40.0
RCP00636,7.03465,9,4,2,3,44.4,22.2,33.3
RCP00637,0.8465699999999999,7,4,1,2,57.1,14.3,28.6
RCP00638,1.4618699999999998,6,3,1,2,50.0,16.7,33.3
RCP00639,1.1989699999999999,9,6,2,1,66.7,22.2,11.1
RCP00640,11.192369999999999,8,3,2,3,37.5,25.0,37.5
RCP00641,52.109995000000005,13,8,2,3,61.5,15.4,23.1
RCP00642,1.65442,7,3,2,2,42.9,28.6,28.6
RCP00643,2.9375599999999995,8,4,3,1,50.0,37.5,12.5
RCP00644,23.136582500000003,12,7,2,3,58.3,16.7,25.0
RCP00645,13.256719999999998,8,5,2,1,62.5,25.0,12.5
RCP00646,23.111669999999997,11,6,1,4,54.5,9.1,36.4
RCP00647,54.854519999999994,8,4,2,2,50.0,25.0,25.0
RCP00648,0.51779,5,3,1,1,60.0,20.0,20.0
RCP00649,55.362350000000006,9,4,4,1,44.4,44.4,11.1
RCP00650,21.572429999999997,17,7,4,6,41.2,23.5,35.3
RCP00651,14.130095000000003,15,6,3,6,40.0,20.0,40.0
RCP00652,34.50592999999999,13,9,2,2,69.2,15.4,15.4
RCP00653,12.484340000000001,14,8,2,4,57.1,14.3,28.6
RCP00654,4.311191,12,8,1,3,66.7,8.3,25.0
RCP00655,28.774739999999998,13,4,3,6,30.8,23.1,46.2
RCP00656,5.628300000000001,7,3,1,3,42.9,14.3,42.9
RCP00657,29.06098,15,9,3,3,60.0,20.0,20.0
RCP00658,7.51234,10,5,2,3,50.0,20.0,30.0
RCP00659,7.175520000000001,5,3,1,1,60.0,20.0,20.0
RCP00660,28.435692500000002,19,11,2,6,57.9,10.5,31.6
RCP00661,7.36369,9,5,1,3,55.6,11.1,33.3
RCP00662,7.43629,13,7,2,4,53.8,15.4,30.8
RCP00663,12.590025,11,7,2,2,63.6,18.2,18.2
RCP00664,5.99865,14,6,2,6,42.9,14.3,42.9
RCP00665,23.914020499999996,12,5,1,6,41.7,8.3,50.0
RCP00666,16.17669,6,4,1,1,66.7,16.7,16.7
RCP00667,3.35705,5,3,1,1,60.0,20.0,20.0
RCP00668,50.403890000000004,10,6,2,2,60.0,20.0,20.0
RCP00669,4.70009,11,8,1,2,72.7,9.1,18.2
RCP00670,18.380799999999997,6,4,1,1,66.7,16.7,16.7
RCP00671,48.499570000000006,11,7,3,1,63.6,27.3,9.1
RCP00672,19.576159999999998,8,5,1,2,62.5,12.5,25.0
RCP00673,26.899334999999994,13,8,2,3,61.5,15.4,23.1
RCP00674,8.3160285,8,4,1,3,50.0,12.5,37.5
RCP00675,6.45596,6,2,1,3,33.3,16.7,50.0
RCP00676,8.732084500000001,16,10,2,4,62.5,12.5,25.0
RCP00677,18.745949999999997,10,3,3,4,30.0,30.0,40.0
RCP00678,3.0473225,6,2,2,2,33.3,33.3,33.3
RCP00679,59.715265,16,8,3,5,50.0,18.8,31.2
RCP00680,6.62701,14,6,2,6,42.9,14.3,42.9
RCP00681,6.761201,9,4,2,3,44.4,22.2,33.3
RCP00682,3.01436,10,5,2,3,50.0,20.0,30.0
RCP00683,0.9302499999999998,8,5,1,2,62.5,12.5,25.0
RCP00684,2.3746,7,3,1,3,42.9,14.3,42.9
RCP00685,1.023045,7,4,2,1,57.1,28.6,14.3
RCP00686,34.29915999999999,9,6,2,1,66.7,22.2,11.1
RCP00687,9.11941,12,7,1,4,58.3,8.3,33.3
RCP00688,30.51728,10,6,1,3,60.0,10.0,30.0
RCP00689,9.8525,13,8,3,2,61.5,23.1,15.4
RCP00690,12.22679,8,3,2,3,37.5,25.0,37.5
RCP00691,1.2995500000000002,5,2,1,2,40.0,20.0,40.0
RCP00692,4.395665,14,9,1,4,64.3,7.1,28.6
RCP00693,0.7169000000000001,6,4,1,1,66.7,16.7,16.7
RCP00694,8.22915,5,3,1,1,60.0,20.0,20.0
RCP00695,0.7253299999999999,7,5,1,1,71.4,14.3,14.3
RCP00696,36.29806,8,5,1,2,62.5,12.5,25.0
RCP00697,33.314161,12,7,1,4,58.3,8.3,33.3
RCP00698,16.1829445,15,10,2,3,66.7,13.3,20.0
RCP00699,0.47240000000000004,5,3,1,1,60.0,20.0,20.0
RCP00700,13.672985500000001,19,10,1,8,52.6,5.3,42.1
RCP00701,19.650225,8,3,3,2,37.5,37.5,25.0
RCP00702,29.843284999999998,17,11,2,4,64.7,11.8,23.5
RCP00703,33.79196,6,4,1,1,66.7,16.7,16.7
RCP00704,15.948309999999996,12,8,3,1,66.7,25.0,8.3
RCP00705,3.8494650000000004,12,6,2,4,50.0,16.7,33.3
RCP00706,49.97067,10,5,1,4,50.0,10.0,40.0
RCP00707,8.596680000000001,7,4,1,2,57.1,14.3,28.6
RCP00708,7.796054999999999,13,7,5,1,53.8,38.5,7.7
RCP00709,4.795890000000001,9,4,2,3,44.4,22.2,33.3
RCP00710,1.98645,5,2,1,2,40.0,20.0,40.0
RCP00711,34.106747,16,9,3,4,56.2,18.8,25.0
RCP00712,0.9413500000000001,5,3,1,1,60.0,20.0,20.0
RCP00713,2.2802425,11,8,1,2,72.7,9.1,18.2
RCP00714,6.664032,13,8,1,4,61.5,7.7,30.8
RCP00715,4.6411,12,7,1,4,58.3,8.3,33.3
RCP00716,1.8807049999999998,11,7,2,2,63.6,18.2,18.2
RCP00717,8.96565,8,3,3,2,37.5,37.5,25.0
RCP00718,2.43479,14,11,1,2,78.6,7.1,14.3
RCP00719,3.960305,7,3,1,3,42.9,14.3,42.9
RCP00720,4.992939999999999,13,10,1,2,76.9,7.7,15.4
RCP00721,32.08875,6,3,2,1,50.0,33.3,16.7
RCP00722,5.78465,6,3,1,2,50.0,16.7,33.3
RCP00723,1.8870799999999996,6,3,1,2,50.0,16.7,33.3
RCP00724,30.120794999999998,12,7,2,3,58.3,16.7,25.0
RCP00725,36.810249999999996,5,2,2,1,40.0,40.0,20.0
RCP00726,50.763889,12,4,2,6,33.3,16.7,50.0
RCP00727,2.384805000000001,13,8,3,2,61.5,23.1,15.4
RCP00728,12.329074999999998,12,6,2,4,50.0,16.7,33.3
RCP00729,9.49736,9,4,1,4,44.4,11.1,44.4
RCP00730,22.5963,13,9,2,2,69.2,15.4,15.4
RCP00731,22.867399999999996,18,10,3,5,55.6,16.7,27.8
RCP00732,8.651969999999999,7,3,1,3,42.9,14.3,42.9
RCP00733,9.5742265,11,4,2,5,36.4,18.2,45.5
RCP00734,8.68707,16,8,1,7,50.0,6.2,43.8
RCP00735,36.96974,7,3,1,3,42.9,14.3,42.9
RCP00736,3.7043,5,3,1,1,60.0,20.0,20.0
RCP00737,14.327115,16,8,3,5,50.0,18.8,31.2
RCP00738,21.026769999999996,8,5,1,2,62.5,12.5,25.0
RCP00739,9.356226000000001,9,4,1,4,44.4,11.1,44.4
RCP00740,12.533745,13,6,3,4,46.2,23.1,30.8
RCP00741,25.176789,14,6,3,5,42.9,21.4,35.7
RCP00742,54.88729,11,8,1,2,72.7,9.1,18.2
RCP00743,3.5986149999999997,15,10,1,4,66.7,6.7,26.7
RCP00744,3.8816325,13,6,2,5,46.2,15.4,38.5
RCP00745,12.958865500000002,12,4,2,6,33.3,16.7,50.0
RCP00746,54.81836,12,6,3,3,50.0,25.0,25.0
RCP00747,2.744545,10,4,4,2,40.0,40.0,20.0
RCP00748,12.337905,8,4,1,3,50.0,12.5,37.5
RCP00749,26.483961000000004,14,7,1,6,50.0,7.1,42.9
RCP00750,8.52486,5,3,1,1,60.0,20.0,20.0
RCP00751,34.436247,19,12,2,5,63.2,10.5,26.3
RCP00752,26.0854225,19,15,1,3,78.9,5.3,15.8
RCP00753,2.17897,9,5,1,3,55.6,11.1,33.3
RCP00754,15.98185,8,5,1,2,62.5,12.5,25.0
RCP00755,6.627737,13,9,1,3,69.2,7.7,23.1
RCP00756,8.872965000000002,15,7,4,4,46.7,26.7,26.7
RCP00757,27.111479999999997,6,2,2,2,33.3,33.3,33.3
RCP00758,3.545162,12,6,1,5,50.0,8.3,41.7
RCP00759,0.936272,5,2,1,2,40.0,20.0,40.0
RCP00760,30.622059999999994,16,8,2,6,50.0,12.5,37.5
RCP00761,18.422349999999998,16,9,2,5,56.2,12.5,31.2
RCP00762,38.799569999999996,14,8,4,2,57.1,28.6,14.3
RCP00763,5.3910155,12,7,1,4,58.3,8.3,33.3
RCP00764,24.88505,11,5,2,4,45.5,18.2,36.4
RCP00765,19.493495,12,7,1,4,58.3,8.3,33.3
RCP00766,14.328030000000002,14,8,2,4,57.1,14.3,28.6
RCP00767,5.0049150000000004,15,6,5,4,40.0,33.3,26.7
RCP00768,26.37437,7,3,2,2,42.9,28.6,28.6
RCP00769,1.75672,11,9,1,1,81.8,9.1,9.1
RCP00770,7.696694000000001,8,2,2,4,25.0,25.0,50.0
RCP00771,13.659089999999999,6,3,1,2,50.0,16.7,33.3
RCP00772,1.843725,13,6,2,5,46.2,15.4,38.5
RCP00773,3.553155,7,5,1,1,71.4,14.3,14.3
RCP00774,9.452795,15,10,1,4,66.7,6.7,26.7
RCP00775,20.277834999999993,14,9,3,2,64.3,21.4,14.3
RCP00776,0.78069,11,8,1,2,72.7,9.1,18.2
RCP00777,3.54915,6,3,1,2,50.0,16.7,33.3
RCP00778,3.5494250000000003,12,6,2,4,50.0,16.7,33.3
RCP00779,27.9056,8,5,1,2,62.5,12.5,25.0
RCP00780,4.224734,13,7,1,5,53.8,7.7,38.5
RCP00781,4.07049,11,7,1,3,63.6,9.1,27.3
RCP00782,42.561538999999996,14,6,3,5,42.9,21.4,35.7
RCP00783,3.3238875000000005,12,7,1,4,58.3,8.3,33.3
RCP00784,5.410120000000001,15,6,3,6,40.0,20.0,40.0
RCP00785,14.071363,12,6,2,4,50.0,16.7,33.3
RCP00786,16.651401999999997,11,7,1,3,63.6,9.1,27.3
RCP00787,9.8657775,19,11,3,5,57.9,15.8,26.3
RCP00788,3.8795499999999996,6,2,2,2,33.3,33.3,33.3
RCP00789,1.7394,7,4,1,2,57.1,14.3,28.6
RCP00790,27.165857499999998,16,9,4,3,56.2,25.0,18.8
RCP00791,2.05725,8,6,1,1,75.0,12.5,12.5
RCP00792,4.366199,12,5,1,6,41.7,8.3,50.0
RCP00793,1.98545,6,3,1,2,50.0,16.7,33.3
RCP00794,1.65113,9,6,1,2,66.7,11.1,22.2
RCP00795,10.597230000000001,11,5,2,4,45.5,18.2,36.4
RCP00796,7.95922,14,5,4,5,35.7,28.6,35.7
RCP00797,2.2969,8,3,2,3,37.5,25.0,37.5
RCP00798,4.67647,8,4,1,3,50.0,12.5,37.5
RCP00799,3.790889999999999,13,8,2,3,61.5,15.4,23.1
RCP00800,2.056345,13,7,3,3,53.8,23.1,23.1
RCP00801,22.783560499999997,12,5,3,4,41.7,25.0,33.3
RCP00802,12.933800000000003,11,6,2,3,54.5,18.2,27.3
RCP00803,4.33339,9,4,2,3,44.4,22.2,33.3
RCP00804,16.968555,8,6,1,1,75.0,12.5,12.5
RCP00805,2.7848100000000002,11,6,2,3,54.5,18.2,27.3
RCP00806,27.9663,19,15,2,2,78.9,10.5,10.5
RCP00807,10.57968,6,3,1,2,50.0,16.7,33.3
RCP00808,2.8564120000000006,5,2,1,2,40.0,20.0,40.0
RCP00809,34.647095,12,6,3,3,50.0,25.0,25.0
RCP00810,8.537909999999998,19,10,1,8,52.6,5.3,42.1
RCP00811,3.6289999999999996,13,4,6,3,30.8,46.2,23.1
RCP00812,18.08839,5,3,1,1,60.0,20.0,20.0
RCP00813,5.49505,15,8,3,4,53.3,20.0,26.7
RCP00814,21.31116,9,4,2,3,44.4,22.2,33.3
RCP00815,13.119784999999998,12,5,3,4,41.7,25.0,33.3
RCP00816,8.183855000000001,8,4,2,2,50.0,25.0,25.0
RCP00817,0.42285,5,2,1,2,40.0,20.0,40.0
RCP00818,11.571474,12,7,2,3,58.3,16.7,25.0
RCP00819,26.012168999999997,12,4,3,5,33.3,25.0,41.7
RCP00820,32.03563,17,8,3,6,47.1,17.6,35.3
RCP00821,11.7159125,8,3,4,1,37.5,50.0,12.5
RCP00822,0.7841,5,3,1,1,60.0,20.0,20.0
RCP00823,3.981480000000001,9,7,1,1,77.8,11.1,11.1
RCP00824,2.98724,10,5,3,2,50.0,30.0,20.0
RCP00825,4.332545,7,3,1,3,42.9,14.3,42.9
RCP00826,8.379332999999999,9,3,1,5,33.3,11.1,55.6
RCP00827,4.31754,5,3,1,1,60.0,20.0,20.0
RCP00828,0.9381999999999999,6,2,1,3,33.3,16.7,50.0
RCP00829,13.848108000000003,9,5,1,3,55.6,11.1,33.3
RCP00830,8.255060000000002,13,8,4,1,61.5,30.8,7.7
RCP00831,31.12597,9,5,2,2,55.6,22.2,22.2
RCP00832,1.89285,5,3,1,1,60.0,20.0,20.0
RCP00833,2.0459799999999997,13,7,2,4,53.8,15.4,30.8
RCP00834,0.94363,9,4,2,3,44.4,22.2,33.3
RCP00835,6.51488,14,8,2,4,57.1,14.3,28.6
RCP00836,1.7511500000000002,6,3,1,2,50.0,16.7,33.3
RCP00837,24.733639999999998,17,7,4,6,41.2,23.5,35.3
RCP00838,18.377539999999996,17,10,3,4,58.8,17.6,23.5
RCP00839,0.41985,5,3,1,1,60.0,20.0,20.0
RCP00840,9.0253075,15,8,3,4,53.3,20.0,26.7
RCP00841,6.6865000000000006,8,3,1,4,37.5,12.5,50.0
RCP00842,4.36947,7,3,1,3,42.9,14.3,42.9
RCP00843,18.7288075,13,7,1,5,53.8,7.7,38.5
RCP00844,47.830597499999996,6,4,1,1,66.7,16.7,16.7
RCP00845,1.75969,12,9,1,2,75.0,8.3,16.7
RCP00846,6.823550000000001,5,3,1,1,60.0,20.0,20.0
RCP00847,10.623899999999997,6,4,1,1,66.7,16.7,16.7
RCP00848,3.418194,13,8,1,4,61.5,7.7,30.8
RCP00849,33.70898000000001,14,6,2,6,42.9,14.3,42.9
RCP00850,15.57897,10,4,2,4,40.0,20.0,40.0
RCP00851,4.770614999999999,11,5,2,4,45.5,18.2,36.4
RCP00852,42.867615,10,5,1,4,50.0,10.0,40.0
RCP00853,2.058105,12,5,2,5,41.7,16.7,41.7
RCP00854,4.85475,6,2,1,3,33.3,16.7,50.0
RCP00855,4.142149999999999,8,2,2,4,25.0,25.0,50.0
RCP00856,4.297630000000001,8,6,1,1,75.0,12.5,12.5
