recipe_id,co2e_kg,n_ingr,n_sr,n_gen,usda_pct,generic_pct
RCP00522,20.488224,14,7,7,50.0,50.0
RCP00523,14.64468,6,4,2,66.7,33.3
RCP00524,32.08319999999999,7,2,5,28.6,71.4
RCP00525,13.50438,10,5,5,50.0,50.0
RCP00526,0.999905,7,3,4,42.9,57.1
RCP00527,8.25539,6,4,2,66.7,33.3
RCP00528,3.2237799999999996,8,4,4,50.0,50.0
RCP00529,8.157089999999998,6,3,3,50.0,50.0
RCP00530,5.834609999999999,7,4,3,57.1,42.9
RCP00531,10.857731,12,7,5,58.3,41.7
RCP00532,15.25761,12,4,8,33.3,66.7
RCP00533,9.1112185,14,9,5,64.3,35.7
RCP00534,1.0274400000000004,6,4,2,66.7,33.3
RCP00535,17.986629999999998,18,9,9,50.0,50.0
RCP00536,23.293338999999996,14,5,9,35.7,64.3
RCP00537,10.019519999999996,11,8,3,72.7,27.3
RCP00538,5.748629,12,5,7,41.7,58.3
RCP00539,1.19662,6,4,2,66.7,33.3
RCP00540,13.5492655,6,3,3,50.0,50.0
RCP00541,4.16982,5,3,2,60.0,40.0
RCP00542,3.4938469999999997,14,8,6,57.1,42.9
RCP00543,17.90205,5,2,3,40.0,60.0
RCP00544,4.201440000000001,7,3,4,42.9,57.1
RCP00545,1.49337,5,2,3,40.0,60.0
RCP00546,1.1293330000000001,8,5,3,62.5,37.5
RCP00547,1.797526,12,9,3,75.0,25.0
RCP00548,14.134175999999998,18,9,9,50.0,50.0
RCP00549,29.986549999999998,17,8,9,47.1,52.9
RCP00550,3.3461700000000003,7,4,3,57.1,42.9
RCP00551,4.9510179999999995,6,3,3,50.0,50.0
RCP00552,4.6900200000000005,19,12,7,63.2,36.8
RCP00553,55.47289000000001,8,6,2,75.0,25.0
RCP00554,8.504841999999998,9,4,5,44.4,55.6
RCP00555,1.1518260000000002,10,6,4,60.0,40.0
RCP00556,5.209047999999999,19,12,7,63.2,36.8
RCP00557,12.682374500000002,14,4,10,28.6,71.4
RCP00558,3.7330954999999997,12,7,5,58.3,41.7
RCP00559,5.776489999999999,5,2,3,40.0,60.0
RCP00560,1.6950640000000001,10,6,4,60.0,40.0
RCP00561,6.945156999999999,16,10,6,62.5,37.5
RCP00562,19.3509335,10,4,6,40.0,60.0
RCP00563,3.3279955,8,5,3,62.5,37.5
RCP00564,11.003924999999999,6,3,3,50.0,50.0
RCP00565,56.0959135,9,2,7,22.2,77.8
RCP00566,30.110250999999995,7,4,3,57.1,42.9
RCP00567,9.618970999999997,11,4,7,36.4,63.6
RCP00568,28.986660999999998,12,5,7,41.7,58.3
RCP00569,14.845374999999997,12,7,5,58.3,41.7
RCP00570,9.1003185,17,8,9,47.1,52.9
RCP00571,53.813062,11,4,7,36.4,63.6
RCP00572,10.092168000000001,10,4,6,40.0,60.0
RCP00573,9.258242999999998,13,11,2,84.6,15.4
RCP00574,14.056763,8,3,5,37.5,62.5
RCP00575,38.98564499999999,8,3,5,37.5,62.5
RCP00576,4.851945,9,6,3,66.7,33.3
RCP00577,4.694573500000001,11,5,6,45.5,54.5
RCP00578,61.75723,13,6,7,46.2,53.8
RCP00579,24.07662,8,6,2,75.0,25.0
RCP00580,5.78055,6,2,4,33.3,66.7
RCP00581,53.91305200000001,9,6,3,66.7,33.3
RCP00582,10.300659999999999,9,4,5,44.4,55.6
RCP00583,1.3456355,8,5,3,62.5,37.5
RCP00584,13.149595999999999,6,4,2,66.7,33.3
RCP00585,11.569450000000002,13,10,3,76.9,23.1
RCP00586,7.1977009999999995,7,4,3,57.1,42.9
RCP00587,17.235915,5,2,3,40.0,60.0
RCP00588,9.35917,13,7,6,53.8,46.2
RCP00589,5.322769999999999,13,4,9,30.8,69.2
RCP00590,22.969189999999998,7,4,3,57.1,42.9
RCP00591,11.061360000000002,12,6,6,50.0,50.0
RCP00592,8.8187,7,4,3,57.1,42.9
RCP00593,13.427520000000001,9,6,3,66.7,33.3
RCP00594,27.379115000000002,11,4,7,36.4,63.6
RCP00595,11.099120999999998,13,7,6,53.8,46.2
RCP00596,11.40314,8,4,4,50.0,50.0
RCP00597,10.558894999999998,5,3,2,60.0,40.0
RCP00598,3.8176399999999995,14,8,6,57.1,42.9
RCP00599,13.695475499999999,14,7,7,50.0,50.0
RCP00600,2.3967795,9,5,4,55.6,44.4
RCP00601,2.4489499999999995,9,6,3,66.7,33.3
RCP00602,39.432775500000005,14,9,5,64.3,35.7
RCP00603,60.566759999999995,15,8,7,53.3,46.7
RCP00604,24.486856999999997,14,8,6,57.1,42.9
RCP00605,31.282600000000002,10,5,5,50.0,50.0
RCP00606,6.857075,5,3,2,60.0,40.0
RCP00607,12.160122999999999,14,5,9,35.7,64.3
RCP00608,6.644435500000001,8,5,3,62.5,37.5
RCP00609,15.3346535,12,6,6,50.0,50.0
RCP00610,1.10744,8,3,5,37.5,62.5
RCP00611,15.039719999999999,7,2,5,28.6,71.4
RCP00612,21.548639999999995,14,5,9,35.7,64.3
RCP00613,7.750975499999999,8,3,5,37.5,62.5
RCP00614,25.466813,16,10,6,62.5,37.5
RCP00615,6.790595,9,4,5,44.4,55.6
RCP00616,10.093825499999998,5,2,3,40.0,60.0
RCP00617,6.273267,10,6,4,60.0,40.0
RCP00618,2.678245,14,8,6,57.1,42.9
RCP00619,10.25012,13,8,5,61.5,38.5
RCP00620,24.15337,14,8,6,57.1,42.9
RCP00621,5.938713999999999,13,6,7,46.2,53.8
RCP00622,2.7987,5,2,3,40.0,60.0
RCP00623,2.26709,13,9,4,69.2,30.8
RCP00624,2.630935,19,12,7,63.2,36.8
RCP00625,13.996309999999998,14,7,7,50.0,50.0
RCP00626,8.658555999999999,8,4,4,50.0,50.0
RCP00627,1.2157605,10,6,4,60.0,40.0
RCP00628,37.458225000000006,9,4,5,44.4,55.6
RCP00629,3.115894,8,3,5,37.5,62.5
RCP00630,52.219061,14,8,6,57.1,42.9
RCP00631,16.1143335,18,9,9,50.0,50.0
RCP00632,6.8123805,17,7,10,41.2,58.8
RCP00633,6.995293499999999,13,6,7,46.2,53.8
RCP00634,22.675071499999998,13,7,6,53.8,46.2
RCP00635,0.75682,5,2,3,40.0,60.0
RCP00636,9.836949999999998,9,4,5,44.4,55.6
RCP00637,1.0639299999999998,7,4,3,57.1,42.9
RCP00638,1.4618699999999998,6,3,3,50.0,50.0
RCP00639,1.4631299999999998,9,6,3,66.7,33.3
RCP00640,11.163569999999998,8,3,5,37.5,62.5
RCP00641,52.135267,13,8,5,61.5,38.5
RCP00642,1.62562,7,3,4,42.9,57.1
RCP00643,2.7271969999999994,8,4,4,50.0,50.0
RCP00644,23.1275345,12,7,5,58.3,41.7
RCP00645,13.256719999999998,8,5,3,62.5,37.5
RCP00646,22.963914999999997,11,6,5,54.5,45.5
RCP00647,54.854519999999994,8,4,4,50.0,50.0
RCP00648,0.69955,5,3,2,60.0,40.0
RCP00649,55.362350000000006,9,4,5,44.4,55.6
RCP00650,21.538429999999995,17,7,10,41.2,58.8
RCP00651,13.848412500000002,15,6,9,40.0,60.0
RCP00652,34.54440999999999,13,9,4,69.2,30.8
RCP00653,16.304319999999997,14,8,6,57.1,42.9
RCP00654,4.296234999999999,12,8,4,66.7,33.3
RCP00655,28.781954499999994,13,4,9,30.8,69.2
RCP00656,9.742579999999998,7,3,4,42.9,57.1
RCP00657,28.945780000000003,15,9,6,60.0,40.0
RCP00658,7.496688,10,5,5,50.0,50.0
RCP00659,7.175520000000001,5,3,2,60.0,40.0
RCP00660,28.510694500000003,19,11,8,57.9,42.1
RCP00661,10.988729999999999,9,5,4,55.6,44.4
RCP00662,10.98895,13,7,6,53.8,46.2
RCP00663,12.543069000000001,11,7,4,63.6,36.4
RCP00664,5.8098814999999995,14,6,8,42.9,57.1
RCP00665,23.778317999999995,12,5,7,41.7,58.3
RCP00666,16.17669,6,4,2,66.7,33.3
RCP00667,5.815129999999999,5,3,2,60.0,40.0
RCP00668,50.403890000000004,10,6,4,60.0,40.0
RCP00669,7.940089999999999,11,8,3,72.7,27.3
RCP00670,18.380799999999997,6,4,2,66.7,33.3
RCP00671,48.50605,11,7,4,63.6,36.4
RCP00672,19.58026,8,5,3,62.5,37.5
RCP00673,26.813134999999996,13,8,5,61.5,38.5
RCP00674,8.3160285,8,4,4,50.0,50.0
RCP00675,6.44896,6,2,4,33.3,66.7
RCP00676,11.553044499999999,16,10,6,62.5,37.5
RCP00677,18.548966499999995,10,3,7,30.0,70.0
RCP00678,3.4758025,6,2,4,33.3,66.7
RCP00679,59.665613,16,8,8,50.0,50.0
RCP00680,8.123053,14,6,8,42.9,57.1
RCP00681,7.255121,9,4,5,44.4,55.6
RCP00682,3.3343830000000003,10,5,5,50.0,50.0
RCP00683,1.16855,8,5,3,62.5,37.5
RCP00684,2.0974325,7,3,4,42.9,57.1
RCP00685,0.976089,7,4,3,57.1,42.9
RCP00686,34.29915999999999,9,6,3,66.7,33.3
RCP00687,9.123510000000001,12,7,5,58.3,41.7
RCP00688,30.492729999999998,10,6,4,60.0,40.0
RCP00689,9.89975,13,8,5,61.5,38.5
RCP00690,12.490007999999998,8,3,5,37.5,62.5
RCP00691,1.28255,5,2,3,40.0,60.0
RCP00692,3.9251180000000003,14,9,5,64.3,35.7
RCP00693,0.9985000000000002,6,4,2,66.7,33.3
RCP00694,8.2575,5,3,2,60.0,40.0
RCP00695,1.03445,7,5,2,71.4,28.6
RCP00696,36.00255,8,5,3,62.5,37.5
RCP00697,33.291107,12,7,5,58.3,41.7
RCP00698,16.1679885,15,10,5,66.7,33.3
RCP00699,0.88504,5,3,2,60.0,40.0
RCP00700,13.107610500000002,19,10,9,52.6,47.4
RCP00701,19.698974999999997,8,3,5,37.5,62.5
RCP00702,29.692079999999997,17,11,6,64.7,35.3
RCP00703,33.79196,6,4,2,66.7,33.3
RCP00704,15.948309999999996,12,8,4,66.7,33.3
RCP00705,4.022905,12,6,6,50.0,50.0
RCP00706,49.97067,10,5,5,50.0,50.0
RCP00707,8.58268,7,4,3,57.1,42.9
RCP00708,7.755264999999999,13,7,6,53.8,46.2
RCP00709,4.701843,9,4,5,44.4,55.6
RCP00710,1.98645,5,2,3,40.0,60.0
RCP00711,33.476879499999995,16,9,7,56.2,43.8
RCP00712,0.9413500000000001,5,3,2,60.0,40.0
RCP00713,2.2935745,11,8,3,72.7,27.3
RCP00714,6.327583999999999,13,8,5,61.5,38.5
RCP00715,4.89134,12,7,5,58.3,41.7
RCP00716,1.8887049999999999,11,7,4,63.6,36.4
RCP00717,8.96565,8,3,5,37.5,62.5
RCP00718,3.9290899999999995,14,11,3,78.6,21.4
RCP00719,4.095425,7,3,4,42.9,57.1
RCP00720,4.685754999999999,13,10,3,76.9,23.1
RCP00721,32.08875,6,3,3,50.0,50.0
RCP00722,9.541134999999999,6,3,3,50.0,50.0
RCP00723,2.0304399999999996,6,3,3,50.0,50.0
RCP00724,30.061144999999996,12,7,5,58.3,41.7
RCP00725,36.810249999999996,5,2,3,40.0,60.0
RCP00726,50.64168899999999,12,4,8,33.3,66.7
RCP00727,2.3691530000000007,13,8,5,61.5,38.5
RCP00728,12.362694999999999,12,6,6,50.0,50.0
RCP00729,9.49736,9,4,5,44.4,55.6
RCP00730,22.534099999999995,13,9,4,69.2,30.8
RCP00731,22.904349999999997,18,10,8,55.6,44.4
RCP00732,8.651969999999999,7,3,4,42.9,57.1
RCP00733,9.4276725,11,4,7,36.4,63.6
RCP00734,8.705960000000001,16,8,8,50.0,50.0
RCP00735,36.907132000000004,7,3,4,42.9,57.1
RCP00736,3.7043,5,3,2,60.0,40.0
RCP00737,14.178521,16,8,8,50.0,50.0
RCP00738,20.654682499999996,8,5,3,62.5,37.5
RCP00739,9.2417715,9,4,5,44.4,55.6
RCP00740,12.124886499999999,13,6,7,46.2,53.8
RCP00741,24.7539225,14,6,8,42.9,57.1
RCP00742,54.88029,11,8,3,72.7,27.3
RCP00743,3.5768149999999994,15,10,5,66.7,33.3
RCP00744,3.9942334999999995,13,6,7,46.2,53.8
RCP00745,12.782310500000001,12,4,8,33.3,66.7
RCP00746,54.794816,12,6,6,50.0,50.0
RCP00747,2.769295,10,4,6,40.0,60.0
RCP00748,12.366255,8,4,4,50.0,50.0
RCP00749,26.115911,14,7,7,50.0,50.0
RCP00750,8.52486,5,3,2,60.0,40.0
RCP00751,34.2678885,19,12,7,63.2,36.8
RCP00752,26.196014499999997,19,15,4,78.9,21.1
RCP00753,2.414673,9,5,4,55.6,44.4
RCP00754,15.755970999999999,8,5,3,62.5,37.5
RCP00755,6.1981139999999995,13,9,4,69.2,30.8
RCP00756,11.547634999999998,15,7,8,46.7,53.3
RCP00757,26.937255499999996,6,2,4,33.3,66.7
RCP00758,3.662105,12,6,6,50.0,50.0
RCP00759,1.256592,5,2,3,40.0,60.0
RCP00760,30.387365999999997,16,8,8,50.0,50.0
RCP00761,18.076439999999998,16,9,7,56.2,43.8
RCP00762,38.799569999999996,14,8,6,57.1,42.9
RCP00763,5.6247275000000005,12,7,5,58.3,41.7
RCP00764,24.88505,11,5,6,45.5,54.5
RCP00765,19.053323,12,7,5,58.3,41.7
RCP00766,17.521918499999998,14,8,6,57.1,42.9
RCP00767,4.850226,15,6,9,40.0,60.0
RCP00768,26.37437,7,3,4,42.9,57.1
RCP00769,1.75672,11,9,2,81.8,18.2
RCP00770,11.679734,8,2,6,25.0,75.0
RCP00771,13.643192999999998,6,3,3,50.0,50.0
RCP00772,1.8445730000000005,13,6,7,46.2,53.8
RCP00773,6.084675,7,5,2,71.4,28.6
RCP00774,9.452795,15,10,5,66.7,33.3
RCP00775,20.074718999999995,14,9,5,64.3,35.7
RCP00776,0.974472,11,8,3,72.7,27.3
RCP00777,3.54915,6,3,3,50.0,50.0
RCP00778,3.658674,12,6,6,50.0,50.0
RCP00779,27.61009,8,5,3,62.5,37.5
RCP00780,4.618790000000001,13,7,6,53.8,46.2
RCP00781,4.046946,11,7,4,63.6,36.4
RCP00782,42.266028999999996,14,6,8,42.9,57.1
RCP00783,3.451037500000001,12,7,5,58.3,41.7
RCP00784,5.41617,15,6,9,40.0,60.0
RCP00785,14.067462999999998,12,6,6,50.0,50.0
RCP00786,16.655602,11,7,4,63.6,36.4
RCP00787,9.4952445,19,11,8,57.9,42.1
RCP00788,3.8795499999999996,6,2,4,33.3,66.7
RCP00789,1.7394,7,4,3,57.1,42.9
RCP00790,27.1467605,16,9,7,56.2,43.8
RCP00791,2.05725,8,6,2,75.0,25.0
RCP00792,4.108489,12,5,7,41.7,58.3
RCP00793,1.97765,6,3,3,50.0,50.0
RCP00794,1.5289915,9,6,3,66.7,33.3
RCP00795,10.449475000000001,11,5,6,45.5,54.5
RCP00796,10.55986,14,5,9,35.7,64.3
RCP00797,2.1086675,8,3,5,37.5,62.5
RCP00798,6.711189999999998,8,4,4,50.0,50.0
RCP00799,3.790889999999999,13,8,5,61.5,38.5
RCP00800,2.202965,13,7,6,53.8,46.2
RCP00801,22.8248105,12,5,7,41.7,58.3
RCP00802,12.892700000000001,11,6,5,54.5,45.5
RCP00803,4.33339,9,4,5,44.4,55.6
RCP00804,16.921599,8,6,2,75.0,25.0
RCP00805,2.7255100000000003,11,6,5,54.5,45.5
RCP00806,28.107390000000002,19,15,4,78.9,21.1
RCP00807,10.57968,6,3,3,50.0,50.0
RCP00808,4.541212,5,2,3,40.0,60.0
RCP00809,34.671094999999994,12,6,6,50.0,50.0
RCP00810,10.657931999999997,19,10,9,52.6,47.4
RCP00811,3.86104,13,4,9,30.8,69.2
RCP00812,18.08839,5,3,2,60.0,40.0
RCP00813,5.70483,15,8,7,53.3,46.7
RCP00814,21.31116,9,4,5,44.4,55.6
RCP00815,13.119784999999998,12,5,7,41.7,58.3
RCP00816,8.179955,8,4,4,50.0,50.0
RCP00817,0.8273400000000001,5,2,3,40.0,60.0
RCP00818,11.599824,12,7,5,58.3,41.7
RCP00819,26.004368999999997,12,4,8,33.3,66.7
RCP00820,31.9159765,17,8,9,47.1,52.9
RCP00821,11.728548499999999,8,3,5,37.5,62.5
RCP00822,1.056505,5,3,2,60.0,40.0
RCP00823,4.11108,9,7,2,77.8,22.2
RCP00824,3.1326050000000003,10,5,5,50.0,50.0
RCP00825,4.309893,7,3,4,42.9,57.1
RCP00826,8.824383000000001,9,3,6,33.3,66.7
RCP00827,7.544579999999999,5,3,2,60.0,40.0
RCP00828,0.9542,6,2,4,33.3,66.7
RCP00829,13.620478000000002,9,5,4,55.6,44.4
RCP00830,8.255060000000002,13,8,5,61.5,38.5
RCP00831,31.12597,9,5,4,55.6,44.4
RCP00832,1.89285,5,3,2,60.0,40.0
RCP00833,2.38998,13,7,6,53.8,46.2
RCP00834,1.16998,9,4,5,44.4,55.6
RCP00835,6.710976,14,8,6,57.1,42.9
RCP00836,1.73415,6,3,3,50.0,50.0
RCP00837,24.645539999999997,17,7,10,41.2,58.8
RCP00838,17.992760999999998,17,10,7,58.8,41.2
RCP00839,0.7120900000000001,5,3,2,60.0,40.0
RCP00840,8.5792635,15,8,7,53.3,46.7
RCP00841,6.591070500000001,8,3,5,37.5,62.5
RCP00842,7.350269999999998,7,3,4,42.9,57.1
RCP00843,20.8489555,13,7,6,53.8,46.2
RCP00844,47.8432335,6,4,2,66.7,33.3
RCP00845,1.75969,12,9,3,75.0,25.0
RCP00846,6.823550000000001,5,3,2,60.0,40.0
RCP00847,10.623899999999997,6,4,2,66.7,33.3
RCP00848,3.6479540000000004,13,8,5,61.5,38.5
RCP00849,33.72928,14,6,8,42.9,57.1
RCP00850,15.284802,10,4,6,40.0,60.0
RCP00851,4.7130149999999995,11,5,6,45.5,54.5
RCP00852,42.488905,10,5,5,50.0,50.0
RCP00853,2.5113350000000003,12,5,7,41.7,58.3
RCP00854,4.85475,6,2,4,33.3,66.7
RCP00855,4.1364,8,2,6,25.0,75.0
RCP00856,6.694354999999999,8,6,2,75.0,25.0
RCP00857,3.7267650000000003,14,9,5,64.3,35.7
RCP00858,11.22941,14,6,8,42.9,57.1
RCP00859,5.07169,14,8,6,57.1,42.9
RCP00860,8.307229999999999,19,14,5,73.7,26.3
RCP00861,14.9712915,19,10,9,52.6,47.4
RCP00862,21.832440000000002,8,4,4,50.0,50.0
RCP00863,12.206713999999998,18,11,7,61.1,38.9
RCP00864,26.298638999999998,7,5,2,71.4,28.6
RCP00865,20.03279,9,6,3,66.7,33.3
RCP00866,25.080735000000004,11,6,5,54.5,45.5
RCP00867,10.14914,8,3,5,37.5,62.5
RCP00868,28.1906835,18,14,4,77.8,22.2
RCP00869,1.6946400000000001,9,3,6,33.3,66.7
RCP00870,37.24043,7,3,4,42.9,57.1
RCP00871,21.45954,19,10,9,52.6,47.4
RCP00872,13.110464,15,6,9,40.0,60.0
RCP00873,4.033032499999999,9,5,4,55.6,44.4
RCP00874,2.890989,14,7,7,50.0,50.0
RCP00875,13.687279999999998,14,5,9,35.7,64.3
RCP00876,30.517009999999996,6,3,3,50.0,50.0
RCP00877,8.799607,8,5,3,62.5,37.5
RCP00878,1.5442900000000002,12,9,3,75.0,25.0
RCP00879,24.320437000000002,11,8,3,72.7,27.3
RCP00880,11.958844999999998,13,6,7,46.2,53.8
RCP00881,33.11531,10,6,4,60.0,40.0
RCP00882,1.1898600000000001,12,10,2,83.3,16.7
RCP00883,2.30273,12,8,4,66.7,33.3
RCP00884,9.2403,8,5,3,62.5,37.5
RCP00885,2.55568,14,10,4,71.4,28.6
RCP00886,6.197402500000001,8,4,4,50.0,50.0
RCP00887,16.47382,11,5,6,45.5,54.5
RCP00888,28.886530000000004,14,8,6,57.1,42.9
RCP00889,10.1720985,12,5,7,41.7,58.3
RCP00890,8.17352,8,4,4,50.0,50.0
RCP00891,15.175695999999999,12,7,5,58.3,41.7
RCP00892,16.067384999999998,11,5,6,45.5,54.5
RCP00893,64.956335,10,5,5,50.0,50.0
RCP00894,2.116,7,3,4,42.9,57.1
RCP00895,14.07696,7,4,3,57.1,42.9
RCP00896,2.87972,14,9,5,64.3,35.7
RCP00897,2.02563,8,6,2,75.0,25.0
RCP00898,1.011314,8,4,4,50.0,50.0
RCP00899,2.509621,6,4,2,66.7,33.3
RCP00900,1.9018200000000003,12,8,4,66.7,33.3
RCP00901,7.896679999999999,6,3,3,50.0,50.0
RCP00902,10.920269000000001,11,7,4,63.6,36.4
RCP00903,2.3740419999999998,10,6,4,60.0,40.0
RCP00904,11.02292,8,3,5,37.5,62.5
RCP00905,33.597428,19,10,9,52.6,47.4
RCP00906,5.76751,6,2,4,33.3,66.7
RCP00907,6.8096499999999995,6,2,4,33.3,66.7
RCP00908,7.096328999999998,10,5,5,50.0,50.0
RCP00909,15.929624999999998,12,7,5,58.3,41.7
RCP00910,17.52195,17,10,7,58.8,41.2
RCP00911,3.04352,5,2,3,40.0,60.0
RCP00912,15.791319999999999,10,8,2,80.0,20.0
RCP00913,9.025463,11,6,5,54.5,45.5
RCP00914,4.98811,7,2,5,28.6,71.4
RCP00915,10.9839,7,4,3,57.1,42.9
RCP00916,1.3314899999999998,7,4,3,57.1,42.9
RCP00917,30.520411,14,5,9,35.7,64.3
RCP00918,29.96837,12,6,6,50.0,50.0
RCP00919,3.076185,10,6,4,60.0,40.0
RCP00920,0.878206,8,6,2,75.0,25.0
RCP00921,7.803461,13,8,5,61.5,38.5
RCP00922,1.6505279999999996,9,4,5,44.4,55.6
RCP00923,22.061999999999998,5,3,2,60.0,40.0
RCP00924,9.67331,9,3,6,33.3,66.7
RCP00925,12.82488,6,3,3,50.0,50.0
RCP00926,1.85751,13,7,6,53.8,46.2
RCP00927,17.95226,5,3,2,60.0,40.0
RCP00928,11.3105175,13,8,5,61.5,38.5
RCP00929,35.730329999999995,6,3,3,50.0,50.0
RCP00930,3.9304989999999997,15,6,9,40.0,60.0
RCP00931,6.285080000000001,12,7,5,58.3,41.7
RCP00932,1.32617,5,3,2,60.0,40.0
RCP00933,19.115309999999997,7,5,2,71.4,28.6
RCP00934,36.1352855,15,7,8,46.7,53.3
RCP00935,2.5108449999999993,11,6,5,54.5,45.5
RCP00936,0.8240280000000001,11,7,4,63.6,36.4
RCP00937,1.883646,9,5,4,55.6,44.4
RCP00938,23.0622,16,9,7,56.2,43.8
RCP00939,8.049121000000001,15,8,7,53.3,46.7
RCP00940,12.213799999999999,5,3,2,60.0,40.0
RCP00941,13.938581999999995,14,7,7,50.0,50.0
RCP00942,9.7118485,8,4,4,50.0,50.0
RCP00943,7.3929785,14,8,6,57.1,42.9
RCP00944,19.12952,9,4,5,44.4,55.6
RCP00945,2.4493099999999997,12,7,5,58.3,41.7
RCP00946,6.49619,8,4,4,50.0,50.0
RCP00947,1.516857,8,5,3,62.5,37.5
RCP00948,5.12631,14,7,7,50.0,50.0
RCP00949,48.301559999999995,14,10,4,71.4,28.6
RCP00950,19.69536,9,3,6,33.3,66.7
RCP00951,19.23986,9,4,5,44.4,55.6
RCP00952,22.60173,12,8,4,66.7,33.3
RCP00953,15.4130455,18,8,10,44.4,55.6
RCP00954,16.673835,10,5,5,50.0,50.0
RCP00955,15.483520999999996,13,6,7,46.2,53.8
RCP00956,15.521355,13,6,7,46.2,53.8
RCP00957,10.132112000000001,18,9,9,50.0,50.0
RCP00958,2.88877,13,7,6,53.8,46.2
RCP00959,0.97288,7,3,4,42.9,57.1
RCP00960,9.28048,17,8,9,47.1,52.9
RCP00961,1.9057349999999997,6,3,3,50.0,50.0
RCP00962,6.88965,10,3,7,30.0,70.0
RCP00963,11.708125,11,5,6,45.5,54.5
RCP00964,28.514569499999993,8,5,3,62.5,37.5
RCP00965,3.24247,17,12,5,70.6,29.4
RCP00966,23.967082999999995,18,13,5,72.2,27.8
RCP00967,2.9318370000000002,14,6,8,42.9,57.1
RCP00968,4.098809999999999,13,7,6,53.8,46.2
RCP00969,5.168909,10,5,5,50.0,50.0
RCP00970,27.46785,8,4,4,50.0,50.0
RCP00971,14.707241999999997,5,2,3,40.0,60.0
RCP00972,4.7534845,12,6,6,50.0,50.0
RCP00973,8.15566,14,11,3,78.6,21.4
RCP00974,19.821074999999997,7,3,4,42.9,57.1
RCP00975,15.259038000000002,10,4,6,40.0,60.0
RCP00976,29.0710515,17,10,7,58.8,41.2
RCP00977,8.052402500000001,11,6,5,54.5,45.5
RCP00978,1.29655,6,2,4,33.3,66.7
RCP00979,8.153279999999999,11,6,5,54.5,45.5
RCP00980,5.425385,8,4,4,50.0,50.0
RCP00981,15.820855,17,11,6,64.7,35.3
RCP00982,52.14423499999999,15,8,7,53.3,46.7
RCP00983,6.342530999999999,11,8,3,72.7,27.3
RCP00984,9.404406999999999,8,5,3,62.5,37.5
RCP00985,7.999432,16,9,7,56.2,43.8
RCP00986,14.4991585,11,4,7,36.4,63.6
RCP00987,59.875640999999995,10,3,7,30.0,70.0
RCP00988,7.809759000000001,14,9,5,64.3,35.7
RCP00989,10.660464999999999,7,4,3,57.1,42.9
RCP00990,22.5578,9,6,3,66.7,33.3
RCP00991,36.57878699999999,17,10,7,58.8,41.2
RCP00992,1.1106630000000002,11,8,3,72.7,27.3
RCP00993,7.7885054999999985,10,6,4,60.0,40.0
RCP00994,33.0050975,11,4,7,36.4,63.6
RCP00995,0.9622200000000001,6,3,3,50.0,50.0
RCP00996,33.825199999999995,7,4,3,57.1,42.9
RCP00997,4.17108,9,6,3,66.7,33.3
RCP00998,27.617275,8,3,5,37.5,62.5
RCP00999,4.425728000000001,12,8,4,66.7,33.3
RCP01000,4.7235885,14,8,6,57.1,42.9
RCP01001,0.6164500000000002,8,5,3,62.5,37.5
RCP01002,55.61082999999999,9,4,5,44.4,55.6
RCP01003,46.175021499999986,14,10,4,71.4,28.6
RCP01004,7.230532499999999,9,4,5,44.4,55.6
RCP01005,1.511625,7,3,4,42.9,57.1
RCP01006,4.16085,5,3,2,60.0,40.0
RCP01007,3.934839,11,7,4,63.6,36.4
RCP01008,2.949014,9,6,3,66.7,33.3
RCP01009,9.067079999999999,9,5,4,55.6,44.4
RCP01010,1.4792954999999997,9,5,4,55.6,44.4
RCP01011,3.1107519999999997,9,4,5,44.4,55.6
RCP01012,20.844205,9,5,4,55.6,44.4
RCP01013,54.4061845,18,9,9,50.0,50.0
RCP01014,33.829655,10,6,4,60.0,40.0
RCP01015,6.18339,10,6,4,60.0,40.0
RCP01016,16.36865,9,5,4,55.6,44.4
RCP01017,4.33148,8,5,3,62.5,37.5
RCP01018,2.075659,17,12,5,70.6,29.4
RCP01019,40.294696,18,11,7,61.1,38.9
RCP01020,9.076142,17,8,9,47.1,52.9
RCP01021,33.804750000000006,5,3,2,60.0,40.0
RCP01022,8.18908,8,3,5,37.5,62.5
RCP01023,8.258895,10,6,4,60.0,40.0
RCP01024,3.5883320000000003,11,3,8,27.3,72.7
RCP01025,9.299323,10,5,5,50.0,50.0
RCP01026,2.640266,6,4,2,66.7,33.3
RCP01027,0.69844,6,4,2,66.7,33.3
RCP01028,10.321862,17,11,6,64.7,35.3
RCP01029,18.4701585,7,4,3,57.1,42.9
RCP01030,23.503673,10,3,7,30.0,70.0
RCP01031,25.427605500000006,13,5,8,38.5,61.5
RCP01032,23.414575,11,5,6,45.5,54.5
RCP01033,32.023604500000005,13,7,6,53.8,46.2
RCP01034,2.3217499999999998,12,8,4,66.7,33.3
RCP01035,30.176770000000005,13,9,4,69.2,30.8
RCP01036,22.528271500000002,18,9,9,50.0,50.0
RCP01037,7.600706000000001,19,7,12,36.8,63.2
RCP01038,10.160283999999997,12,7,5,58.3,41.7
RCP01039,1.8964949999999998,8,5,3,62.5,37.5
RCP01040,8.637530000000002,9,4,5,44.4,55.6
RCP01041,8.45729,9,5,4,55.6,44.4
RCP01042,8.006948999999999,19,7,12,36.8,63.2
RCP01043,11.770565999999999,10,4,6,40.0,60.0
